"","e1_pr","e1_vol","e1_s1","e1_s2","e1_s3","e1_s4","e1_s5","e1_mean","e1_var","e2_pr","e2_vol","e2_s1","e2_s2","e2_s3","e2_s4","e2_s5","e2_mean","e2_var","b1_pr","b1_vol","b1_s1","b1_s2","b1_s3","b1_s4","b1_s5","b1_mean","b1_var","b2_pr","b2_vol","b2_s1","b2_s2","b2_s3","b2_s4","b2_s5","b2_mean","b2_var"
"342",28.99,12111,0.64,0.24,0.05,0.03,0.04,4.4,1,28.99,7176,0.79,0.09,0.01,0.05,0.06,4.5,1.3,14.99,7269,0.75,0.1,0.07,0.06,0.02,4.5,0.99,18.99,15686,0.77,0.12,0.02,0.01,0.08,4.5,1.31
"343",26.99,9097,0.61,0.3,0.02,0.02,0.05,4.4,0.99,24.99,15917,0.69,0.17,0.04,0.04,0.06,4.4,1.3,16.99,8144,0.71,0.16,0.05,0.01,0.07,4.4,1.3,18.99,9723,0.79,0.13,0.01,0.01,0.06,4.6,1
"344",24.99,15296,0.62,0.29,0.02,0.02,0.05,4.4,1.02,24.99,9915,0.78,0.12,0.01,0.01,0.08,4.5,1.31,16.99,13185,0.75,0.12,0.08,0.04,0.01,4.6,0.69,16.99,14507,0.77,0.11,0.03,0.01,0.08,4.5,1.31
"345",26.99,13297,0.55,0.38,0.03,0.01,0.03,4.4,0.71,28.99,19585,0.76,0.13,0.08,0.01,0.02,4.6,0.68,16.99,6089,0.62,0.32,0.02,0.02,0.02,4.5,0.68,18.99,5135,0.73,0.18,0.04,0.03,0.02,4.6,0.69
"346",24.99,10395,0.68,0.12,0.12,0.07,0.01,4.4,1,28.99,8038,0.66,0.14,0.14,0.03,0.03,4.4,1.02,18.99,11172,0.64,0.24,0.05,0.03,0.04,4.4,1,16.99,19480,0.55,0.33,0.09,0.01,0.02,4.4,0.72
"347",26.99,18925,0.66,0.17,0.12,0.01,0.04,4.4,0.99,28.99,7664,0.73,0.1,0.09,0.01,0.07,4.4,1.3,16.99,16411,0.65,0.22,0.06,0.03,0.04,4.4,0.99,18.99,18708,0.57,0.32,0.07,0.03,0.01,4.4,0.7
"348",28.99,18600,0.65,0.23,0.09,0.02,0.01,4.5,0.69,28.99,14969,0.54,0.41,0.01,0.01,0.03,4.4,0.69,14.99,18332,0.83,0.05,0.05,0.04,0.03,4.6,0.99,16.99,12021,0.73,0.19,0.04,0.01,0.03,4.6,0.72
"349",24.99,15493,0.77,0.11,0.09,0.02,0.01,4.6,0.71,28.99,19574,0.72,0.14,0.04,0.03,0.07,4.4,1.32,14.99,9548,0.8,0.09,0.02,0.02,0.07,4.5,1.29,18.99,14687,0.55,0.35,0.07,0.01,0.02,4.4,0.7
"350",24.99,16784,0.79,0.09,0.01,0.05,0.06,4.5,1.3,28.99,8624,0.77,0.11,0.07,0.04,0.01,4.6,0.7,18.99,5309,0.84,0.07,0.01,0.04,0.04,4.6,1.01,14.99,8896,0.76,0.12,0.09,0.02,0.01,4.6,0.69
"351",24.99,10804,0.82,0.1,0.01,0.03,0.04,4.6,0.99,26.99,12080,0.66,0.24,0.06,0.02,0.02,4.5,0.71,16.99,7220,0.69,0.15,0.08,0.02,0.06,4.4,1.28,16.99,10966,0.53,0.37,0.06,0.02,0.02,4.4,0.7
"352",24.99,14150,0.61,0.3,0.01,0.04,0.04,4.4,1.01,26.99,15968,0.8,0.08,0.01,0.05,0.06,4.5,1.3,18.99,11671,0.66,0.24,0.06,0.02,0.02,4.5,0.71,16.99,11136,0.61,0.23,0.14,0.01,0.01,4.4,0.71
"353",26.99,9452,0.83,0.05,0.05,0.04,0.03,4.6,0.99,28.99,5687,0.75,0.1,0.07,0.06,0.02,4.5,0.99,18.99,10601,0.77,0.11,0.03,0.01,0.08,4.5,1.28,16.99,10496,0.77,0.12,0.02,0.01,0.08,4.5,1.31
"354",24.99,14670,0.72,0.13,0.07,0.05,0.03,4.5,0.99,26.99,6708,0.86,0.04,0.01,0.01,0.08,4.6,1.31,14.99,11063,0.62,0.32,0.02,0.02,0.02,4.5,0.68,14.99,17595,0.66,0.26,0.04,0.02,0.02,4.5,0.71
"355",24.99,18284,0.75,0.12,0.08,0.04,0.01,4.6,0.69,26.99,6040,0.54,0.41,0.01,0.01,0.03,4.4,0.69,18.99,10754,0.76,0.13,0.08,0.01,0.02,4.6,0.68,14.99,5045,0.87,0.02,0.02,0.01,0.08,4.6,1.29
"356",26.99,10264,0.8,0.11,0.02,0.01,0.06,4.6,1.01,26.99,14411,0.78,0.11,0.08,0.01,0.02,4.6,0.7,18.99,6798,0.76,0.12,0.09,0.02,0.01,4.6,0.69,18.99,9973,0.77,0.11,0.01,0.05,0.06,4.5,1.29
"357",26.99,13579,0.77,0.11,0.03,0.01,0.08,4.5,1.31,26.99,17584,0.69,0.17,0.04,0.04,0.06,4.4,1.3,14.99,10950,0.77,0.11,0.09,0.02,0.01,4.6,0.71,14.99,14790,0.79,0.13,0.01,0.01,0.06,4.6,1
"358",24.99,16785,0.69,0.17,0.04,0.04,0.06,4.4,1.3,24.99,7339,0.52,0.41,0.03,0.01,0.03,4.4,0.68,14.99,12300,0.81,0.08,0.03,0.04,0.04,4.6,1,14.99,5324,0.76,0.12,0.09,0.02,0.01,4.6,0.69
"359",26.99,7784,0.76,0.13,0.08,0.01,0.02,4.6,0.68,28.99,10916,0.88,0.01,0.01,0.03,0.07,4.6,1.28,14.99,8875,0.67,0.17,0.1,0.02,0.04,4.4,1.01,18.99,11893,0.62,0.29,0.02,0.02,0.05,4.4,1.02
"360",28.99,17289,0.61,0.3,0.01,0.04,0.04,4.4,1.01,24.99,8887,0.75,0.1,0.07,0.06,0.02,4.5,0.99,14.99,12180,0.67,0.22,0.01,0.02,0.08,4.4,1.32,16.99,15941,0.66,0.14,0.14,0.03,0.03,4.4,1.02
"361",28.99,7602,0.62,0.31,0.03,0.01,0.03,4.5,0.7,28.99,10562,0.63,0.32,0.01,0.01,0.03,4.5,0.69,16.99,14589,0.78,0.11,0.08,0.01,0.02,4.6,0.7,18.99,11526,0.66,0.24,0.06,0.02,0.02,4.5,0.71
"362",26.99,19654,0.76,0.12,0.09,0.02,0.01,4.6,0.69,28.99,11890,0.77,0.12,0.02,0.01,0.08,4.5,1.31,18.99,14487,0.87,0.02,0.02,0.02,0.07,4.6,1.28,14.99,15599,0.73,0.1,0.09,0.01,0.07,4.4,1.3
"363",24.99,9417,0.87,0.01,0.01,0.05,0.06,4.6,1.28,28.99,8471,0.87,0.01,0.02,0.03,0.07,4.6,1.29,18.99,10027,0.62,0.31,0.03,0.01,0.03,4.5,0.69,14.99,16351,0.69,0.15,0.08,0.02,0.06,4.4,1.28
"364",28.99,13622,0.73,0.1,0.09,0.01,0.07,4.4,1.3,28.99,18391,0.69,0.17,0.04,0.04,0.06,4.4,1.3,14.99,11118,0.8,0.09,0.02,0.02,0.07,4.5,1.29,16.99,18744,0.61,0.23,0.14,0.01,0.01,4.4,0.71
"365",26.99,17768,0.77,0.11,0.03,0.02,0.07,4.5,1.3,26.99,5296,0.63,0.3,0.03,0.01,0.03,4.5,0.7,18.99,11437,0.79,0.13,0.01,0.01,0.06,4.6,1,16.99,19732,0.75,0.16,0.05,0.02,0.02,4.6,0.71
"366",24.99,16281,0.71,0.11,0.1,0.01,0.07,4.4,1.32,24.99,16696,0.71,0.11,0.1,0.01,0.07,4.4,1.32,18.99,14288,0.63,0.32,0.01,0.01,0.03,4.5,0.69,14.99,17175,0.66,0.17,0.12,0.01,0.04,4.4,0.99
"367",28.99,10447,0.83,0.05,0.05,0.04,0.03,4.6,0.99,28.99,17977,0.73,0.1,0.09,0.01,0.07,4.4,1.3,14.99,12151,0.72,0.12,0.08,0.01,0.07,4.4,1.28,18.99,17841,0.54,0.41,0.01,0.01,0.03,4.4,0.69
"368",28.99,10525,0.81,0.1,0.02,0.02,0.05,4.6,0.99,28.99,15496,0.77,0.11,0.09,0.01,0.02,4.6,0.72,16.99,17222,0.56,0.32,0.09,0.02,0.01,4.4,0.68,18.99,18821,0.71,0.18,0.04,0.02,0.05,4.5,1
"369",28.99,16945,0.83,0.05,0.05,0.04,0.03,4.6,0.99,24.99,8502,0.8,0.09,0.02,0.02,0.07,4.5,1.29,18.99,12542,0.81,0.11,0.01,0.02,0.05,4.6,1,14.99,18141,0.7,0.2,0.03,0.03,0.04,4.5,1.01
"370",28.99,18890,0.66,0.17,0.12,0.01,0.04,4.4,0.99,24.99,17694,0.55,0.33,0.09,0.01,0.02,4.4,0.72,14.99,8755,0.86,0.04,0.01,0.01,0.08,4.6,1.31,18.99,16268,0.77,0.11,0.07,0.04,0.01,4.6,0.7
"371",28.99,9649,0.83,0.05,0.05,0.04,0.03,4.6,0.99,24.99,19606,0.62,0.32,0.02,0.02,0.02,4.5,0.68,14.99,13325,0.72,0.14,0.04,0.03,0.07,4.4,1.32,16.99,15296,0.52,0.41,0.03,0.01,0.03,4.4,0.68
"372",28.99,8735,0.8,0.11,0.02,0.01,0.06,4.6,1.01,28.99,8965,0.72,0.14,0.04,0.03,0.07,4.4,1.32,16.99,5106,0.61,0.3,0.01,0.04,0.04,4.4,1.01,16.99,17363,0.72,0.14,0.04,0.03,0.07,4.4,1.32
"373",24.99,14074,0.76,0.13,0.08,0.01,0.02,4.6,0.68,26.99,16519,0.82,0.06,0.04,0.04,0.04,4.6,1,18.99,5867,0.82,0.06,0.05,0.03,0.04,4.6,1.02,18.99,5738,0.73,0.1,0.09,0.01,0.07,4.4,1.3
"374",26.99,7398,0.64,0.24,0.05,0.03,0.04,4.4,1,26.99,12726,0.77,0.11,0.01,0.05,0.06,4.5,1.29,16.99,7830,0.61,0.23,0.14,0.01,0.01,4.4,0.71,18.99,5504,0.62,0.29,0.02,0.02,0.05,4.4,1.02
"375",26.99,9122,0.71,0.19,0.03,0.03,0.04,4.5,1.01,28.99,16823,0.8,0.09,0.02,0.02,0.07,4.5,1.29,14.99,16238,0.79,0.09,0.01,0.05,0.06,4.5,1.3,18.99,14377,0.85,0.05,0.01,0.01,0.08,4.6,1.3
"376",24.99,8991,0.7,0.2,0.03,0.03,0.04,4.5,0.99,26.99,18126,0.56,0.32,0.09,0.02,0.01,4.4,0.68,14.99,8772,0.77,0.12,0.02,0.01,0.08,4.5,1.31,16.99,11965,0.66,0.2,0.11,0.02,0.01,4.5,0.69
"377",26.99,12642,0.61,0.3,0.02,0.02,0.05,4.4,0.99,26.99,8489,0.66,0.26,0.04,0.02,0.02,4.5,0.71,16.99,19230,0.66,0.26,0.04,0.02,0.02,4.5,0.71,16.99,9488,0.79,0.09,0.01,0.05,0.06,4.5,1.3
"378",28.99,15855,0.7,0.2,0.03,0.03,0.04,4.5,0.99,26.99,13414,0.77,0.12,0.02,0.01,0.08,4.5,1.31,18.99,9908,0.61,0.3,0.01,0.04,0.04,4.4,1.01,16.99,8847,0.87,0.02,0.02,0.02,0.07,4.6,1.28
"379",26.99,11293,0.62,0.29,0.02,0.02,0.05,4.4,1.02,26.99,8298,0.78,0.11,0.08,0.01,0.02,4.6,0.7,14.99,5017,0.77,0.11,0.03,0.01,0.08,4.5,1.31,14.99,10270,0.52,0.41,0.03,0.01,0.03,4.4,0.68
"380",26.99,8449,0.77,0.11,0.09,0.02,0.01,4.6,0.71,24.99,12622,0.79,0.09,0.01,0.05,0.06,4.5,1.3,16.99,9501,0.57,0.28,0.11,0.03,0.01,4.4,0.72,16.99,7948,0.67,0.22,0.01,0.02,0.08,4.4,1.32
"381",26.99,15849,0.87,0.02,0.02,0.01,0.08,4.6,1.29,28.99,15467,0.72,0.13,0.07,0.05,0.03,4.5,0.99,16.99,15105,0.66,0.14,0.14,0.03,0.03,4.4,1.02,16.99,19755,0.61,0.23,0.14,0.01,0.01,4.4,0.71
"382",24.99,19986,0.67,0.22,0.01,0.02,0.08,4.4,1.32,26.99,5004,0.54,0.41,0.01,0.01,0.03,4.4,0.69,16.99,11905,0.72,0.13,0.08,0.04,0.03,4.5,0.99,16.99,10179,0.72,0.13,0.07,0.05,0.03,4.5,0.99
"383",26.99,9451,0.62,0.31,0.03,0.01,0.03,4.5,0.69,28.99,10637,0.67,0.22,0.01,0.02,0.08,4.4,1.32,14.99,14115,0.72,0.13,0.08,0.04,0.03,4.5,0.99,16.99,11954,0.63,0.3,0.03,0.01,0.03,4.5,0.7
"384",26.99,5012,0.82,0.06,0.05,0.03,0.04,4.6,1.02,28.99,7461,0.71,0.19,0.03,0.03,0.04,4.5,1.01,18.99,10678,0.61,0.23,0.14,0.01,0.01,4.4,0.71,14.99,7336,0.72,0.13,0.07,0.05,0.03,4.5,0.99
"385",26.99,19107,0.78,0.11,0.08,0.01,0.02,4.6,0.7,26.99,12469,0.8,0.11,0.02,0.01,0.06,4.6,1.01,18.99,15832,0.63,0.3,0.03,0.01,0.03,4.5,0.7,16.99,13497,0.63,0.32,0.01,0.01,0.03,4.5,0.69
"386",28.99,9971,0.62,0.31,0.03,0.01,0.03,4.5,0.7,26.99,16309,0.77,0.11,0.01,0.05,0.06,4.5,1.29,18.99,19475,0.82,0.1,0.01,0.03,0.04,4.6,0.99,14.99,5154,0.55,0.38,0.03,0.01,0.03,4.4,0.71
"387",26.99,7089,0.73,0.18,0.04,0.03,0.02,4.6,0.69,24.99,15439,0.54,0.41,0.01,0.01,0.03,4.4,0.69,16.99,8894,0.72,0.13,0.08,0.04,0.03,4.5,0.99,14.99,10516,0.73,0.19,0.04,0.01,0.03,4.6,0.72
"388",26.99,12803,0.73,0.18,0.04,0.03,0.02,4.6,0.69,24.99,10976,0.77,0.11,0.01,0.05,0.06,4.5,1.29,18.99,7590,0.68,0.12,0.12,0.07,0.01,4.4,1,16.99,10931,0.62,0.31,0.03,0.01,0.03,4.5,0.7
"389",26.99,14001,0.66,0.26,0.04,0.02,0.02,4.5,0.71,24.99,13074,0.75,0.1,0.07,0.06,0.02,4.5,0.99,14.99,6656,0.61,0.3,0.01,0.04,0.04,4.4,1.01,18.99,19930,0.77,0.11,0.01,0.05,0.06,4.5,1.29
"390",24.99,11641,0.75,0.12,0.08,0.04,0.01,4.6,0.69,28.99,17732,0.73,0.1,0.09,0.01,0.07,4.4,1.3,14.99,11214,0.83,0.05,0.05,0.04,0.03,4.6,0.99,14.99,18135,0.87,0.02,0.02,0.01,0.08,4.6,1.32
"391",28.99,18495,0.66,0.14,0.14,0.03,0.03,4.4,1.02,28.99,9725,0.69,0.17,0.04,0.04,0.06,4.4,1.3,14.99,11382,0.84,0.07,0.01,0.04,0.04,4.6,1.01,16.99,15671,0.77,0.11,0.09,0.02,0.01,4.6,0.71
"392",24.99,6912,0.87,0.02,0.02,0.01,0.08,4.6,1.32,26.99,12781,0.63,0.3,0.03,0.01,0.03,4.5,0.7,16.99,13309,0.61,0.3,0.02,0.02,0.05,4.4,0.99,16.99,8908,0.64,0.24,0.05,0.03,0.04,4.4,1
"393",24.99,16612,0.88,0.01,0.01,0.03,0.07,4.6,1.28,24.99,11146,0.71,0.19,0.03,0.03,0.04,4.5,1.01,14.99,9350,0.76,0.12,0.09,0.02,0.01,4.6,0.69,16.99,7225,0.52,0.41,0.03,0.01,0.03,4.4,0.68
"394",26.99,11574,0.61,0.3,0.02,0.02,0.05,4.4,0.99,26.99,13951,0.66,0.2,0.11,0.02,0.01,4.5,0.69,18.99,16264,0.63,0.3,0.03,0.01,0.03,4.5,0.7,16.99,17713,0.87,0.02,0.02,0.02,0.07,4.6,1.28
"395",28.99,5711,0.55,0.33,0.09,0.01,0.02,4.4,0.72,28.99,10262,0.72,0.1,0.09,0.04,0.05,4.4,1.3,18.99,15165,0.62,0.32,0.02,0.02,0.02,4.5,0.68,18.99,8908,0.69,0.21,0.04,0.01,0.05,4.5,0.98
"396",28.99,10948,0.71,0.16,0.03,0.04,0.06,4.4,1.28,24.99,10719,0.56,0.32,0.09,0.02,0.01,4.4,0.68,16.99,17983,0.79,0.13,0.01,0.01,0.06,4.6,1,16.99,14162,0.84,0.07,0.01,0.04,0.04,4.6,1.01
"397",26.99,13342,0.81,0.08,0.03,0.04,0.04,4.6,1,28.99,12729,0.7,0.2,0.03,0.03,0.04,4.5,0.99,14.99,17018,0.8,0.08,0.01,0.05,0.06,4.5,1.3,16.99,14733,0.62,0.31,0.03,0.01,0.03,4.5,0.7
"398",24.99,11511,0.76,0.13,0.08,0.01,0.02,4.6,0.68,26.99,19227,0.8,0.08,0.01,0.05,0.06,4.5,1.3,14.99,19004,0.72,0.1,0.09,0.04,0.05,4.4,1.3,16.99,5967,0.55,0.35,0.07,0.01,0.02,4.4,0.7
"399",24.99,6757,0.87,0.01,0.01,0.05,0.06,4.6,1.28,28.99,16421,0.52,0.41,0.03,0.01,0.03,4.4,0.68,16.99,18320,0.81,0.11,0.01,0.02,0.05,4.6,1,14.99,18324,0.82,0.06,0.04,0.04,0.04,4.6,1
"400",28.99,5998,0.78,0.11,0.08,0.01,0.02,4.6,0.7,24.99,6743,0.69,0.21,0.04,0.01,0.05,4.5,0.98,16.99,15148,0.66,0.14,0.14,0.03,0.03,4.4,1.02,18.99,9993,0.79,0.13,0.01,0.01,0.06,4.6,1
"401",24.99,9057,0.62,0.31,0.03,0.01,0.03,4.5,0.69,26.99,16403,0.87,0.02,0.02,0.01,0.08,4.6,1.29,18.99,5172,0.61,0.3,0.02,0.02,0.05,4.4,0.99,18.99,15167,0.52,0.41,0.03,0.01,0.03,4.4,0.68
"402",26.99,12818,0.62,0.32,0.02,0.02,0.02,4.5,0.68,28.99,6834,0.82,0.1,0.01,0.03,0.04,4.6,0.99,16.99,12287,0.52,0.41,0.03,0.01,0.03,4.4,0.68,16.99,11958,0.77,0.12,0.02,0.01,0.08,4.5,1.31
"403",24.99,13405,0.53,0.37,0.06,0.02,0.02,4.4,0.7,28.99,9270,0.82,0.06,0.05,0.03,0.04,4.6,1.02,16.99,7381,0.84,0.07,0.01,0.04,0.04,4.6,1.01,16.99,13101,0.8,0.08,0.03,0.01,0.08,4.5,1.31
"404",28.99,12056,0.61,0.3,0.01,0.04,0.04,4.4,1.01,26.99,19895,0.87,0.02,0.02,0.01,0.08,4.6,1.29,14.99,10375,0.66,0.2,0.11,0.02,0.01,4.5,0.69,16.99,11677,0.71,0.18,0.04,0.02,0.05,4.5,1
"405",24.99,9981,0.53,0.37,0.06,0.02,0.02,4.4,0.7,26.99,5764,0.67,0.22,0.01,0.02,0.08,4.4,1.32,16.99,12918,0.71,0.19,0.03,0.03,0.04,4.5,1.01,18.99,5125,0.88,0.01,0.01,0.03,0.07,4.6,1.28
"406",26.99,8890,0.75,0.12,0.07,0.02,0.04,4.5,1.02,28.99,10810,0.6,0.31,0.01,0.03,0.05,4.4,0.99,16.99,7432,0.77,0.11,0.03,0.01,0.08,4.5,1.28,18.99,18522,0.87,0.01,0.01,0.05,0.06,4.6,1.28
"407",26.99,17353,0.77,0.11,0.01,0.05,0.06,4.5,1.29,26.99,12966,0.72,0.13,0.07,0.05,0.03,4.5,0.99,18.99,19058,0.57,0.28,0.11,0.03,0.01,4.4,0.72,16.99,18460,0.55,0.35,0.07,0.01,0.02,4.4,0.7
"408",28.99,9047,0.67,0.22,0.01,0.02,0.08,4.4,1.32,28.99,10075,0.67,0.22,0.01,0.02,0.08,4.4,1.32,16.99,19257,0.77,0.11,0.01,0.05,0.06,4.5,1.29,14.99,18852,0.62,0.29,0.02,0.02,0.05,4.4,1.02
"409",28.99,19907,0.63,0.32,0.01,0.01,0.03,4.5,0.69,28.99,12777,0.69,0.17,0.04,0.04,0.06,4.4,1.3,18.99,9051,0.64,0.24,0.05,0.03,0.04,4.4,1,16.99,10287,0.77,0.11,0.03,0.02,0.07,4.5,1.3
"410",24.99,9935,0.63,0.3,0.03,0.01,0.03,4.5,0.7,26.99,19708,0.77,0.11,0.09,0.02,0.01,4.6,0.71,18.99,12428,0.53,0.37,0.06,0.02,0.02,4.4,0.7,14.99,15691,0.62,0.31,0.03,0.01,0.03,4.5,0.7
"411",24.99,16983,0.79,0.13,0.01,0.01,0.06,4.6,1,28.99,13978,0.72,0.12,0.08,0.01,0.07,4.4,1.28,18.99,14000,0.62,0.32,0.02,0.02,0.02,4.5,0.68,14.99,9515,0.77,0.11,0.07,0.04,0.01,4.6,0.7
"412",24.99,5316,0.77,0.11,0.09,0.02,0.01,4.6,0.71,28.99,6955,0.86,0.04,0.01,0.01,0.08,4.6,1.3,16.99,14139,0.72,0.14,0.04,0.03,0.07,4.4,1.32,16.99,8105,0.53,0.37,0.06,0.02,0.02,4.4,0.7
"413",26.99,15124,0.75,0.16,0.05,0.02,0.02,4.6,0.71,24.99,18446,0.86,0.03,0.02,0.01,0.08,4.6,1.3,18.99,7008,0.87,0.01,0.02,0.03,0.07,4.6,1.29,14.99,10609,0.78,0.12,0.01,0.01,0.08,4.5,1.31
"414",24.99,18026,0.61,0.3,0.01,0.04,0.04,4.4,1.01,24.99,7002,0.85,0.05,0.01,0.01,0.08,4.6,1.3,16.99,13327,0.62,0.29,0.02,0.02,0.05,4.4,1.02,16.99,11982,0.77,0.11,0.03,0.01,0.08,4.5,1.28
"415",28.99,6920,0.77,0.12,0.02,0.01,0.08,4.5,1.31,28.99,16340,0.88,0.01,0.01,0.03,0.07,4.6,1.28,14.99,14632,0.65,0.23,0.09,0.02,0.01,4.5,0.69,16.99,16504,0.68,0.18,0.12,0.01,0.01,4.5,0.7
"416",28.99,14053,0.64,0.24,0.05,0.03,0.04,4.4,1,26.99,7033,0.65,0.23,0.09,0.02,0.01,4.5,0.69,18.99,12981,0.55,0.33,0.09,0.01,0.02,4.4,0.72,18.99,12459,0.75,0.16,0.05,0.02,0.02,4.6,0.71
"417",26.99,9739,0.71,0.16,0.03,0.04,0.06,4.4,1.28,26.99,11025,0.76,0.12,0.09,0.02,0.01,4.6,0.69,18.99,7261,0.77,0.11,0.07,0.04,0.01,4.6,0.7,18.99,6346,0.76,0.13,0.08,0.01,0.02,4.6,0.68
"418",26.99,15657,0.85,0.05,0.01,0.01,0.08,4.6,1.3,28.99,12749,0.73,0.18,0.04,0.03,0.02,4.6,0.69,18.99,9193,0.63,0.32,0.01,0.01,0.03,4.5,0.69,18.99,18526,0.73,0.1,0.09,0.01,0.07,4.4,1.3
"419",24.99,14074,0.76,0.13,0.08,0.01,0.02,4.6,0.68,24.99,18014,0.66,0.24,0.06,0.02,0.02,4.5,0.71,18.99,16936,0.77,0.11,0.09,0.01,0.02,4.6,0.72,18.99,8951,0.66,0.24,0.06,0.02,0.02,4.5,0.71
"420",24.99,7389,0.56,0.32,0.09,0.02,0.01,4.4,0.68,26.99,13883,0.63,0.3,0.03,0.01,0.03,4.5,0.7,14.99,11800,0.55,0.33,0.09,0.01,0.02,4.4,0.72,16.99,13805,0.56,0.32,0.09,0.02,0.01,4.4,0.68
"421",28.99,12528,0.62,0.31,0.03,0.01,0.03,4.5,0.7,26.99,7829,0.57,0.32,0.07,0.03,0.01,4.4,0.7,16.99,15180,0.79,0.09,0.01,0.05,0.06,4.5,1.3,14.99,17960,0.76,0.13,0.08,0.01,0.02,4.6,0.68
"422",28.99,15207,0.81,0.1,0.02,0.02,0.05,4.6,0.99,26.99,10382,0.8,0.08,0.01,0.05,0.06,4.5,1.3,16.99,7224,0.78,0.12,0.01,0.01,0.08,4.5,1.31,14.99,17237,0.63,0.3,0.03,0.01,0.03,4.5,0.7
"423",24.99,15058,0.84,0.07,0.01,0.04,0.04,4.6,1.01,24.99,17408,0.63,0.3,0.03,0.01,0.03,4.5,0.7,14.99,15270,0.55,0.35,0.07,0.01,0.02,4.4,0.7,18.99,14139,0.74,0.11,0.08,0.04,0.03,4.5,1
"424",26.99,12863,0.83,0.05,0.05,0.04,0.03,4.6,0.99,24.99,7584,0.86,0.03,0.02,0.01,0.08,4.6,1.3,16.99,6564,0.71,0.16,0.03,0.04,0.06,4.4,1.28,14.99,15862,0.85,0.05,0.01,0.01,0.08,4.6,1.3
"425",28.99,15567,0.61,0.23,0.14,0.01,0.01,4.4,0.71,24.99,11289,0.8,0.08,0.03,0.01,0.08,4.5,1.31,16.99,19928,0.61,0.23,0.14,0.01,0.01,4.4,0.71,14.99,5476,0.81,0.1,0.02,0.02,0.05,4.6,0.99
"426",24.99,18215,0.79,0.09,0.01,0.05,0.06,4.5,1.3,26.99,7661,0.7,0.2,0.03,0.03,0.04,4.5,0.99,14.99,12375,0.55,0.38,0.03,0.01,0.03,4.4,0.71,16.99,19326,0.55,0.33,0.09,0.01,0.02,4.4,0.72
"427",24.99,13470,0.61,0.23,0.14,0.01,0.01,4.4,0.71,28.99,8051,0.56,0.32,0.09,0.02,0.01,4.4,0.68,16.99,19319,0.85,0.05,0.01,0.01,0.08,4.6,1.3,16.99,18710,0.61,0.3,0.01,0.04,0.04,4.4,1.01
"428",24.99,11106,0.83,0.05,0.05,0.04,0.03,4.6,0.99,28.99,10224,0.62,0.29,0.02,0.02,0.05,4.4,1.02,14.99,15862,0.52,0.41,0.03,0.01,0.03,4.4,0.68,18.99,5337,0.87,0.02,0.02,0.01,0.08,4.6,1.32
"429",28.99,18353,0.87,0.01,0.01,0.05,0.06,4.6,1.28,24.99,8978,0.82,0.06,0.04,0.04,0.04,4.6,1,18.99,7757,0.71,0.18,0.04,0.02,0.05,4.5,1,18.99,19674,0.63,0.3,0.03,0.01,0.03,4.5,0.7
"430",28.99,18530,0.76,0.13,0.08,0.01,0.02,4.6,0.68,28.99,14905,0.6,0.31,0.01,0.03,0.05,4.4,0.99,18.99,15523,0.74,0.11,0.08,0.04,0.03,4.5,1,18.99,18623,0.61,0.3,0.02,0.02,0.05,4.4,0.99
"431",26.99,9056,0.63,0.32,0.01,0.01,0.03,4.5,0.69,26.99,17971,0.62,0.31,0.03,0.01,0.03,4.5,0.7,18.99,7653,0.86,0.03,0.02,0.01,0.08,4.6,1.3,18.99,8239,0.75,0.12,0.07,0.02,0.04,4.5,1.02
"432",26.99,14221,0.66,0.26,0.04,0.02,0.02,4.5,0.71,28.99,5464,0.8,0.09,0.02,0.02,0.07,4.5,1.29,18.99,18885,0.62,0.31,0.03,0.01,0.03,4.5,0.69,14.99,8737,0.72,0.12,0.08,0.01,0.07,4.4,1.28
"433",28.99,19069,0.82,0.06,0.04,0.04,0.04,4.6,1,24.99,10123,0.62,0.31,0.03,0.01,0.03,4.5,0.7,18.99,17351,0.83,0.05,0.05,0.04,0.03,4.6,0.99,14.99,19845,0.72,0.12,0.08,0.01,0.07,4.4,1.28
"434",28.99,10870,0.62,0.31,0.03,0.01,0.03,4.5,0.7,24.99,18001,0.77,0.11,0.07,0.04,0.01,4.6,0.7,18.99,17343,0.62,0.29,0.02,0.02,0.05,4.4,1.02,14.99,9575,0.86,0.03,0.02,0.01,0.08,4.6,1.3
"435",26.99,5479,0.77,0.11,0.01,0.05,0.06,4.5,1.29,26.99,5450,0.68,0.12,0.12,0.07,0.01,4.4,1,18.99,6188,0.63,0.3,0.03,0.01,0.03,4.5,0.7,14.99,12294,0.65,0.22,0.06,0.03,0.04,4.4,0.99
"436",24.99,10085,0.53,0.37,0.06,0.02,0.02,4.4,0.7,24.99,9174,0.81,0.11,0.01,0.02,0.05,4.6,1,16.99,17684,0.63,0.32,0.01,0.01,0.03,4.5,0.69,16.99,10263,0.56,0.32,0.09,0.02,0.01,4.4,0.68
"437",24.99,16323,0.73,0.1,0.09,0.01,0.07,4.4,1.3,28.99,5195,0.77,0.11,0.09,0.02,0.01,4.6,0.71,14.99,14990,0.78,0.11,0.08,0.01,0.02,4.6,0.7,16.99,8655,0.78,0.12,0.01,0.01,0.08,4.5,1.31
